2025-11-28T05:10:13.176Z | INFO  | APP:START | === Booting Proton VPN 4.3.7 [Microsoft Windows NT 10.0.26100.0] X64 === | {"Caller":"Log4NetLogger..ctor:40"}
2025-11-28T05:10:14.296Z | INFO  | APP | Read 0 user settings from file. | {"Caller":"UserSettingsFileReaderWriter.Read:57"}
2025-11-28T05:10:14.320Z | INFO  | API:RESPONSE | GET "https://185.159.159.148/vpn/location": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:10:14.367Z | INFO  | API:RESPONSE | GET "https://185.159.159.148/feature/v2/frontend": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:10:14.368Z | INFO  | SETTINGS:CHANGED | Setting 'DeviceLocation' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:10:14.393Z | INFO  | SETTINGS:CHANGED | Setting 'FeatureFlags' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:10:14.394Z | INFO  | APP | Reprocessing servers. | {"Caller":"ServersCache.Receive:493"}
2025-11-28T05:10:14.581Z | INFO  | SETTINGS:CHANGED | Setting 'WireGuardConnectionTimeout' changed from 'null' to '"00:00:05"'. | {"Caller":"SettingsCacheBase.LogChangeUnencrypted:334"}
2025-11-28T05:10:14.584Z | INFO  | APP | The old settings file doesn't exist () | {"Caller":"GlobalSettingsMigrator.Migrate:72"}
2025-11-28T05:10:14.585Z | INFO  | APP | Handle main window start condtions - HasAuthenticatedSessionData: False, IsAutoLaunchEnabled: True, IsAutoLaunchModeOpenOnDesktop: False | {"Caller":"Bootstrapper.HandleMainWindow:246"}
2025-11-28T05:10:14.586Z | INFO  | APP | Activating MainWindow. | {"Caller":"WindowActivatorBase.Activate:99"}
2025-11-28T05:10:14.715Z | INFO  | OS | Starting the Windows service 'ProtonVPN Service'. | {"Caller":"Service.Start:99"}
2025-11-28T05:10:16.948Z | INFO  | PROCESS.COMM | Listener starting (StartPortForwardingStateListenerAsync) | {"Caller":"ClientControllerListener.KeepAliveAsync:75"}
2025-11-28T05:10:16.948Z | INFO  | PROCESS.COMM | Listener starting (StartConnectionDetailsListenerAsync) | {"Caller":"ClientControllerListener.KeepAliveAsync:75"}
2025-11-28T05:10:16.948Z | INFO  | PROCESS.COMM | Listener starting (StartUpdateStateListenerAsync) | {"Caller":"ClientControllerListener.KeepAliveAsync:75"}
2025-11-28T05:10:16.948Z | INFO  | PROCESS.COMM | Listener starting (StartNetShieldStatisticListenerAsync) | {"Caller":"ClientControllerListener.KeepAliveAsync:75"}
2025-11-28T05:10:16.948Z | INFO  | PROCESS.COMM | Listener starting (StartVpnStateListenerAsync) | {"Caller":"ClientControllerListener.KeepAliveAsync:75"}
2025-11-28T05:10:16.950Z | INFO  | USER | Requesting unauth session to initiate login process. | {"Caller":"UnauthSessionManager.CreateIfDoesNotExistAsync:55"}
2025-11-28T05:10:16.951Z | INFO  | API:REQUEST | POST "https://185.159.159.148/auth/v4/sessions" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:10:17.025Z | INFO  | APP | Window 'MainWindow' is opened. | {"Caller":"WindowActivatorBase.OnWindowOpened:213"}
2025-11-28T05:10:17.028Z | INFO  | APP | Window 'MainWindow' is focused. | {"Caller":"WindowActivatorBase.OnWindowFocused:220"}
2025-11-28T05:10:17.083Z | INFO  | DNS | No fresh IP addresses for host 'time.windows.com' were found in the cache. Triggering a refresh. | {"Caller":"ARecordDnsManagerBase.ResolveOrGetFromCacheAsync:93"}
2025-11-28T05:10:17.083Z | INFO  | DNS | Attempting a UDP DNS request for host 'time.windows.com'. | {"Caller":"DnsManager.ResolveDnsAsync:66"}
2025-11-28T05:10:17.084Z | INFO  | DNS:RESOLVE | Attempting to resolve host 'time.windows.com'. | {"Caller":"DnsResolverBase.ResolveAsync:64"}
2025-11-28T05:10:17.084Z | INFO  | DNS:NAME_SERVER | Getting name servers from available network interfaces. | {"Caller":"NameServersLoader.Get:45"}
2025-11-28T05:10:17.096Z | INFO  | DNS:NAME_SERVER | Found 1 name servers. | {"Caller":"NameServersLoader.Get:61"}
2025-11-28T05:10:17.096Z | INFO  | DNS:RESOLVE | Attempting to resolve host 'time.windows.com' through '108.61.10.10:53'. | {"Caller":"DnsOverUdpResolver.TryResolveAsync:84"}
2025-11-28T05:10:17.101Z | INFO  | APP | Reading unauthenticated statistical events file. | {"Caller":"StatisticalEventsFileReaderWriter.ReadUnauthenticatedEvents:78"}
2025-11-28T05:10:17.101Z | INFO  | APP | Read 0 unauthenticated statistical events from file. | {"Caller":"StatisticalEventsFileReaderWriter.ReadUnauthenticatedEvents:80"}
2025-11-28T05:10:17.104Z | INFO  | PROCESS.COMM | Received update state change with status Checking. | {"Caller":"ClientControllerListener.StartUpdateStateListenerAsync:142"}
2025-11-28T05:10:17.123Z | INFO  | APP | Starting VPN state refresh timer with initial trigger '00:00:10' | {"Caller":"VpnStatePollingObserver.SetAndRestartTimer:109"}
2025-11-28T05:10:17.125Z | INFO  | CONN.CONNECT:TRIGGER | [CONNECTION_PROCESS] Status updated to Disconnected. | {"Caller":"ConnectionManager.SetConnectionStatus:349"}
2025-11-28T05:10:17.126Z | INFO  | CONN.CONNECT:TRIGGER | [CONNECTION_PROCESS] Status updated to Disconnected. | {"Caller":"ConnectionManager.SetConnectionStatus:349"}
2025-11-28T05:10:17.127Z | INFO  | CONN.CONNECT:TRIGGER | [CONNECTION_PROCESS] Status updated to Disconnected. | {"Caller":"ConnectionManager.SetConnectionStatus:349"}
2025-11-28T05:10:17.127Z | INFO  | CONN.CONNECT:TRIGGER | [CONNECTION_PROCESS] Status updated to Disconnected. | {"Caller":"ConnectionManager.SetConnectionStatus:349"}
2025-11-28T05:10:17.162Z | INFO  | DNS:RESPONSE | The endpoint '108.61.10.10:53' responded successfully to the DNS query of host 'time.windows.com'. | {"Caller":"DnsOverUdpResolver.ResolveAsync:122"}
2025-11-28T05:10:17.163Z | INFO  | DNS:RESPONSE | 1 records were received for host 'time.windows.com' with DNS over UDP endpoint '108.61.10.10:53'. TTL is 284 seconds. | {"Caller":"DnsOverUdpResolver.ResolveAsync:129"}
2025-11-28T05:10:17.163Z | INFO  | DNS:RESPONSE | Created DNS response entity for host 'time.windows.com' with 1 IP addresses and an expiration date in UTC of 28/11/2025 05:15:01 a. m. based on a TTL of 00:04:44. | {"Caller":"DnsResolverBase.CreateDnsResponseWithIpAddresses:182"}
2025-11-28T05:10:17.163Z | INFO  | DNS:RESPONSE | Successfully resolved host 'time.windows.com'. | {"Caller":"DnsResolverBase.LogResult:81"}
2025-11-28T05:10:17.163Z | INFO  | DNS | The UDP DNS request was successful for host 'time.windows.com'. Saving to cache. | {"Caller":"DnsManager.ResolveDnsAsync:71"}
2025-11-28T05:10:17.164Z | INFO  | SETTINGS:CHANGED | Setting 'DnsCache' changed from '32987Z","ExpirationDateTimeUtc":"2025-11-28T05:19:53.6832987Z"}}' to '32987Z","ExpirationDateTimeUtc":"2025-11-28T05:19:53.6832987Z"}}'. | {"Caller":"SettingsCacheBase.LogChangeUnencrypted:334"}
2025-11-28T05:10:17.296Z | INFO  | API:RESPONSE | POST "https://185.159.159.148/auth/v4/sessions": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:10:17.315Z | INFO  | SETTINGS:CHANGED | Setting 'UnauthUniqueSessionId' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:10:17.316Z | INFO  | SETTINGS:CHANGED | Setting 'UnauthAccessToken' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:10:17.317Z | INFO  | SETTINGS:CHANGED | Setting 'UnauthRefreshToken' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:10:17.437Z | INFO  | APP | Window 'MainWindow' is unfocused. | {"Caller":"WindowActivatorBase.OnWindowUnfocused:225"}
2025-11-28T05:10:17.714Z | INFO  | PROCESS.COMM | Received update state change with status Checking. | {"Caller":"ClientControllerListener.StartUpdateStateListenerAsync:142"}
2025-11-28T05:10:18.586Z | INFO  | PROCESS.COMM | Received update state change with status None. | {"Caller":"ClientControllerListener.StartUpdateStateListenerAsync:142"}
2025-11-28T05:10:25.125Z | INFO  | SETTINGS | Retrieving current device location | {"Caller":"DeviceLocationObserver.OnTriggerAsync:121"}
2025-11-28T05:10:25.128Z | INFO  | API:REQUEST | GET "https://185.159.159.148/vpn/location" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:10:25.316Z | INFO  | API:RESPONSE | GET "https://185.159.159.148/vpn/location": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:11:37.736Z | INFO  | APP | Window 'MainWindow' is focused. | {"Caller":"WindowActivatorBase.OnWindowFocused:220"}
2025-11-28T05:11:38.476Z | INFO  | APP | Window 'MainWindow' is unfocused. | {"Caller":"WindowActivatorBase.OnWindowUnfocused:225"}
2025-11-28T05:11:39.440Z | INFO  | APP | Window 'MainWindow' is focused. | {"Caller":"WindowActivatorBase.OnWindowFocused:220"}
2025-11-28T05:11:40.671Z | INFO  | APP | Window 'MainWindow' is unfocused. | {"Caller":"WindowActivatorBase.OnWindowUnfocused:225"}
2025-11-28T05:14:12.025Z | INFO  | APP | Window 'MainWindow' is focused. | {"Caller":"WindowActivatorBase.OnWindowFocused:220"}
2025-11-28T05:14:14.840Z | INFO  | APP | Window 'MainWindow' is unfocused. | {"Caller":"WindowActivatorBase.OnWindowUnfocused:225"}
2025-11-28T05:14:17.210Z | INFO  | APP | Window 'MainWindow' is focused. | {"Caller":"WindowActivatorBase.OnWindowFocused:220"}
2025-11-28T05:14:20.441Z | INFO  | APP | Changing authentication status to 'LoggingIn'. | {"Caller":"UserAuthenticator.SetAuthenticationStatus:531"}
2025-11-28T05:14:20.448Z | INFO  | API:REQUEST | POST "https://185.159.159.148/auth/info" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:14:21.462Z | INFO  | API:RESPONSE | POST "https://185.159.159.148/auth/info": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:14:21.630Z | INFO  | API:REQUEST | POST "https://185.159.159.148/auth" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:14:22.924Z | INFO  | API:RESPONSE | POST "https://185.159.159.148/auth": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:14:22.934Z | INFO  | SETTINGS:CHANGED | Setting 'UserId' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:14:22.935Z | INFO  | SETTINGS:CHANGED | Setting 'AccessToken' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:14:22.935Z | INFO  | SETTINGS:CHANGED | Setting 'UniqueSessionId' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:14:22.936Z | INFO  | SETTINGS:CHANGED | Setting 'RefreshToken' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:14:22.940Z | INFO  | API:REQUEST | GET "https://185.159.159.148/core/v4/users" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:14:22.943Z | INFO  | APP | Requesting a VPN plan update (Force request: True) (Minimum request date UTC: 28/11/2025 05:19:25 a. m.) | {"Caller":"VpnPlanUpdater.EnqueueRequestAsync:78"}
2025-11-28T05:14:22.944Z | INFO  | API:REQUEST | GET "https://185.159.159.148/vpn/v2" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:14:23.451Z | INFO  | API:RESPONSE | GET "https://185.159.159.148/vpn/v2": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:14:23.458Z | INFO  | APP | Reading user settings file. | {"Caller":"UserSettingsFileReaderWriter.Read:52"}
2025-11-28T05:14:23.459Z | INFO  | APP | Read 0 user settings from file. | {"Caller":"UserSettingsFileReaderWriter.Read:57"}
2025-11-28T05:14:23.465Z | INFO  | SETTINGS:CHANGED | Setting 'MaxDevicesAllowed' changed from 'null' to '11'. | {"Caller":"SettingsCacheBase.LogChangeUnencrypted:334"}
2025-11-28T05:14:23.476Z | INFO  | SETTINGS:CHANGED | Setting 'VpnPlan' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:14:23.478Z | INFO  | APP | Reprocessing current servers and fetching new servers after VPN plan change. | {"Caller":"UserAuthenticator.CompleteLoginAsync:413"}
2025-11-28T05:14:23.479Z | INFO  | APP | Force server update requested | {"Caller":"ServersUpdater.ForceUpdateAsync:95"}
2025-11-28T05:14:23.479Z | INFO  | APP | Cache is empty, loading servers from file. | {"Caller":"ServersCache.LoadFromFileIfEmpty:150"}
2025-11-28T05:14:23.479Z | INFO  | APP | Reading servers file. | {"Caller":"ServersFileReaderWriter.Read:54"}
2025-11-28T05:14:23.479Z | INFO  | APP | Read 0 servers from file. | {"Caller":"ServersFileReaderWriter.Read:56"}
2025-11-28T05:14:23.487Z | INFO  | SETTINGS:CHANGED | Setting 'LogicalsLastModifiedDate' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:14:23.488Z | INFO  | API:REQUEST | GET "https://185.159.159.148/vpn/servers-count" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:14:23.494Z | INFO  | API:REQUEST | GET "https://185.159.159.148/vpn/logicals?SignServer=Server.EntryIP,Server.Label&SecureCoreFilter=all&WithState=true&WithEntriesForProtocols=WireGuardUDP,WireGuardTCP,WireGuardTLS,OpenVPNUDP,OpenVPNTCP" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:14:23.542Z | INFO  | API:RESPONSE | GET "https://185.159.159.148/core/v4/users": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:14:23.548Z | INFO  | SETTINGS:CHANGED | Setting 'Username' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:14:23.549Z | INFO  | SETTINGS:CHANGED | Setting 'UserDisplayName' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:14:23.550Z | INFO  | SETTINGS:CHANGED | Setting 'UserCreationDateUtc' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:14:23.776Z | INFO  | API:RESPONSE | GET "https://185.159.159.148/vpn/servers-count": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:14:23.781Z | INFO  | SETTINGS:CHANGED | Setting 'TotalServerCount' changed from 'null' to '16816'. | {"Caller":"SettingsCacheBase.LogChangeUnencrypted:334"}
2025-11-28T05:14:23.800Z | INFO  | SETTINGS:CHANGED | Setting 'TotalCountryCount' changed from 'null' to '127'. | {"Caller":"SettingsCacheBase.LogChangeUnencrypted:334"}
2025-11-28T05:14:25.190Z | INFO  | API:RESPONSE | GET "https://185.159.159.148/vpn/logicals?SignServer=Server.EntryIP,Server.Label&SecureCoreFilter=all&WithState=true&WithEntriesForProtocols=WireGuardUDP,WireGuardTCP,WireGuardTLS,OpenVPNUDP,OpenVPNTCP": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:14:26.695Z | INFO  | SETTINGS:CHANGED | Setting 'LogicalsLastModifiedDate' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:14:26.695Z | INFO  | API | API: Get servers response was modified since last call, updating cached data. | {"Caller":"ServersCache.UpdateAsync:208"}
2025-11-28T05:14:26.728Z | INFO  | APP | Writing servers file. | {"Caller":"ServersFileReaderWriter.Save:62"}
2025-11-28T05:14:26.806Z | INFO  | APP | Writing servers file finished with state 'Success'. | {"Caller":"ServersFileReaderWriter.Save:64"}
2025-11-28T05:14:26.834Z | INFO  | APP | No user settings to migrate. | {"Caller":"UserSettingsMigrator.Migrate:81"}
2025-11-28T05:14:26.839Z | INFO  | SETTINGS:CHANGED | Setting 'IsUserSettingsMigrationDone' changed from 'null' to 'true'. | {"Caller":"SettingsCacheBase.LogChangeUnencrypted:334"}
2025-11-28T05:14:26.842Z | INFO  | API:REQUEST | GET "https://185.159.159.148/vpn/v1/ipv6-fragments" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:14:27.057Z | INFO  | API:RESPONSE | GET "https://185.159.159.148/vpn/v1/ipv6-fragments": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
2025-11-28T05:14:27.066Z | INFO  | SETTINGS:CHANGED | Setting 'Ipv6Fragments' changed from '[]' to '/29","2a0e:d540::/29","2a0f:7802:e2f0::/48","2a0f:85c1:28::/48"]'. | {"Caller":"SettingsCacheBase.LogChangeUnencrypted:334"}
2025-11-28T05:14:27.068Z | INFO  | SETTINGS:CHANGED | Setting 'UnauthUniqueSessionId' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:14:27.069Z | INFO  | SETTINGS:CHANGED | Setting 'UnauthAccessToken' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:14:27.070Z | INFO  | SETTINGS:CHANGED | Setting 'UnauthRefreshToken' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:14:27.071Z | INFO  | APP | Connection key pair deleted. | {"Caller":"ConnectionKeyManager.DeleteKeyPair:59"}
2025-11-28T05:14:27.073Z | INFO  | USER.CERT:REVOKED | Connection certificate deleted. | {"Caller":"ConnectionCertificateManager.DeleteKeyPairAndCertificate:67"}
2025-11-28T05:14:27.075Z | INFO  | USER.CERT:REFRESH | Forcing a new connection certificate request. | {"Caller":"ConnectionCertificateManager.LogNewCertificateRequest:149"}
2025-11-28T05:14:27.095Z | INFO  | SETTINGS:CHANGED | Setting 'ConnectionKeyPair' changed (encrypted). | {"Caller":"SettingsCacheBase.LogChange:321"}
2025-11-28T05:14:27.095Z | INFO  | APP | New connection key pair successfully generated and saved. | {"Caller":"ConnectionKeyManager.RegenerateKeyPair:53"}
2025-11-28T05:14:27.097Z | INFO  | API:REQUEST | POST "https://185.159.159.148/vpn/v1/certificate" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:14:27.101Z | INFO  | SETTINGS | Retrieving Client Config | {"Caller":"ClientConfigObserver.MakeClientConfigRequestAsync:96"}
2025-11-28T05:14:27.102Z | INFO  | API:REQUEST | GET "https://185.159.159.148/vpn/v2/clientconfig" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:14:27.104Z | INFO  | SETTINGS | Fetching feature flags | {"Caller":"FeatureFlagsObserver.UpdateFeatureFlagsAsync:107"}
2025-11-28T05:14:27.104Z | INFO  | API:REQUEST | GET "https://185.159.159.148/feature/v2/frontend" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:14:27.104Z | INFO  | APP | Changing authentication status to 'LoggedIn'. | {"Caller":"UserAuthenticator.SetAuthenticationStatus:531"}
2025-11-28T05:14:27.105Z | INFO  | APP | Reading authenticated statistical events file. | {"Caller":"StatisticalEventsFileReaderWriter.ReadAuthenticatedEvents:63"}
2025-11-28T05:14:27.106Z | INFO  | APP | Read 0 authenticated statistical events from file. | {"Caller":"StatisticalEventsFileReaderWriter.ReadAuthenticatedEvents:65"}
2025-11-28T05:14:27.106Z | INFO  | APP | Reading profiles file. | {"Caller":"ProfilesFileReaderWriter.Read:63"}
2025-11-28T05:14:27.107Z | INFO  | APP | Profiles file not found for the current user. | {"Caller":"ProfilesFileReaderWriter.Read:68"}
2025-11-28T05:14:27.107Z | INFO  | APP | Loaded 0 connection profiles from file | {"Caller":"ProfilesManager.LoadProfiles:144"}
2025-11-28T05:14:27.107Z | INFO  | APP | No connection profiles found, creating default profiles | {"Caller":"ProfilesManager.LoadProfiles:149"}
2025-11-28T05:14:27.112Z | INFO  | APP | Saving 6 connection profiles | {"Caller":"ProfilesManager.SaveProfiles:159 < ProfilesManager.LoadProfiles < ProfilesManager.Receive"}
2025-11-28T05:14:27.113Z | INFO  | APP | Writing 6 profiles to file. | {"Caller":"ProfilesFileReaderWriter.Save:93"}
2025-11-28T05:14:27.143Z | INFO  | APP | Writing profiles file finished with state 'Success'. | {"Caller":"ProfilesFileReaderWriter.Save:100"}
2025-11-28T05:14:27.144Z | INFO  | APP | Reading recent connections file. | {"Caller":"RecentsFileReaderWriter.Read:62"}
2025-11-28T05:14:27.144Z | INFO  | APP | Read 0 recent connections from file. | {"Caller":"RecentsFileReaderWriter.Read:71"}
2025-11-28T05:14:27.150Z | INFO  | SETTINGS:CHANGED | Setting 'LastSettingsHeartbeatTimeUtc' changed from 'null' to '"2025-11-28T05:14:27.1493408+00:00"'. | {"Caller":"SettingsCacheBase.LogChangeUnencrypted:334"}
2025-11-28T05:14:27.151Z | INFO  | USER.CERT:SCHEDULE_REFRESH | Connection certificate refresh scheduled for every '00:05:29.6883138'. | {"Caller":"ConnectionCertificateUpdater.Receive:62"}
2025-11-28T05:14:27.153Z | INFO  | APP | Loading announcements from file as the user has none. | {"Caller":"AnnouncementsProvider.LoadFromFileIfEmpty:109"}
2025-11-28T05:14:27.153Z | INFO  | APP | Reading announcements file. | {"Caller":"AnnouncementsFileReaderWriter.Read:54"}
2025-11-28T05:14:27.153Z | INFO  | APP | Read 0 announcements from file. | {"Caller":"AnnouncementsFileReaderWriter.Read:56"}
2025-11-28T05:14:27.157Z | INFO  | API:REQUEST | GET "https://185.159.159.148/core/v4/notifications?FullScreenImageSupport=png&FullScreenImageWidth=1024&FullScreenImageHeight=768" | {"Caller":"LoggingHandler.LogHttpRequest:88"}
2025-11-28T05:14:27.675Z | INFO  | API:RESPONSE | GET "https://185.159.159.148/core/v4/notifications?FullScreenImageSupport=png&FullScreenImageWidth=1024&FullScreenImageHeight=768": 200 OK" | {"Caller":"LoggingHandler.LogHttpResponse:96"}
